action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1201731,CHEMBL213
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL1201063,CHEMBL213
ANTAGONIST,Beta-1 adrenergic receptor antagonist,CHEMBL499,CHEMBL213
AGONIST,Sigma opioid receptor agonist,CHEMBL1201461,CHEMBL287
MODULATOR,Sigma opioid receptor modulator,CHEMBL3989509,CHEMBL287
MODULATOR,Sigma opioid receptor modulator,CHEMBL3989510,CHEMBL287
AGONIST,Sigma opioid receptor agonist,CHEMBL1256818,CHEMBL287
INHIBITOR,Tissue-type plasminogen activator inhibitor,CHEMBL1046,CHEMBL1873
INHIBITOR,Sodium-(potassium)-chloride cotransporter 2 inhibitor,CHEMBL1072,CHEMBL1874
INHIBITOR,Sodium-(potassium)-chloride cotransporter 2 inhibitor,CHEMBL456,CHEMBL1874
INHIBITOR,Sodium-(potassium)-chloride cotransporter 2 inhibitor,CHEMBL1148,CHEMBL1874
INHIBITOR,Sodium-(potassium)-chloride cotransporter 2 inhibitor,CHEMBL35,CHEMBL1874
INHIBITOR,Sodium-(potassium)-chloride cotransporter 2 inhibitor,CHEMBL1200487,CHEMBL1874
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL406,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL878,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL61593,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1201039,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL842,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1200616,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1532,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1577,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL435,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1684,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1763,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1054,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1055,CHEMBL1876
INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor,CHEMBL1587,CHEMBL1876
INHIBITOR,Arabinosyltransferase A inhibitor,CHEMBL3140361,CHEMBL1877
POSITIVE ALLOSTERIC MODULATOR,Calcium sensing receptor positive allosteric modulator,CHEMBL1200776,CHEMBL1878
AGONIST,Prostanoid EP2 receptor agonist,CHEMBL495,CHEMBL1881
AGONIST,Nicotinic acetylcholine receptor alpha subunit agonist,CHEMBL1770,CHEMBL1884
OPENER,"Potassium channel, inwardly rectifying, subfamily J, member 11 opener",CHEMBL181,CHEMBL1886
AGONIST,Vasopressin V1a receptor agonist,CHEMBL1201528,CHEMBL1889
ANTAGONIST,Vasopressin V1a receptor antagonist,CHEMBL1201108,CHEMBL1889
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL2311030,CHEMBL1898
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1185,CHEMBL1898
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1201003,CHEMBL1898
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL2138684,CHEMBL1898
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1200521,CHEMBL1898
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1200601,CHEMBL1898
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1201032,CHEMBL1898
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL128,CHEMBL1898
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1201150,CHEMBL1898
ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL2368924,CHEMBL1899
ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL46,CHEMBL1899
ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1237080,CHEMBL1899
ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL289469,CHEMBL1899
ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1720,CHEMBL1899
ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL3186492,CHEMBL1899
ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1200885,CHEMBL1899
ANTAGONIST,Serotonin 3a (5-HT3a) receptor antagonist,CHEMBL1200940,CHEMBL1899
AGONIST,Cholecystokinin A receptor agonist,CHEMBL1200755,CHEMBL1901
INHIBITOR,FK506-binding protein 1A inhibitor,CHEMBL1201182,CHEMBL1902
INHIBITOR,FK506-binding protein 1A inhibitor,CHEMBL413,CHEMBL1902
INHIBITOR,FK506-binding protein 1A inhibitor,CHEMBL1908360,CHEMBL1902
INHIBITOR,FK506-binding protein 1A inhibitor,CHEMBL1200686,CHEMBL1902
INHIBITOR,FK506-binding protein 1A inhibitor,CHEMBL3989887,CHEMBL1902
INHIBITOR,Serine/threonine-protein kinase RAF inhibitor,CHEMBL1946170,CHEMBL1906
INHIBITOR,Serine/threonine-protein kinase RAF inhibitor,CHEMBL1200485,CHEMBL1906
INHIBITOR,Adenosine deaminase inhibitor,CHEMBL1580,CHEMBL1910
INHIBITOR,Succinate semialdehyde dehydrogenase inhibitor,CHEMBL2105613,CHEMBL1911
INHIBITOR,Succinate semialdehyde dehydrogenase inhibitor,CHEMBL433,CHEMBL1911
INHIBITOR,Succinate semialdehyde dehydrogenase inhibitor,CHEMBL109,CHEMBL1911
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1118,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL6067650,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200322,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200710,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200781,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1409,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1709,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200609,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1201082,CHEMBL228
SUBSTRATE,Serotonin transporter substrate,CHEMBL1200595,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1615374,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200798,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1201066,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200964,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1113,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1201728,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200328,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1692,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL3989845,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL4297064,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200492,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1201156,CHEMBL228
INHIBITOR,Serotonin transporter inhibitor,CHEMBL1200332,CHEMBL228
INHIBITOR,Platelet-derived growth factor receptor beta inhibitor,CHEMBL1421,CHEMBL1913
INHIBITOR,Platelet-derived growth factor receptor beta inhibitor,CHEMBL1200485,CHEMBL1913
INHIBITOR,Platelet-derived growth factor receptor beta inhibitor,CHEMBL1642,CHEMBL1913
AGONIST,Somatostatin receptor 1 agonist,CHEMBL5314380,CHEMBL1917
AGONIST,Vasopressin V1b receptor agonist,CHEMBL1201528,CHEMBL1921
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL1715,CHEMBL235
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL843,CHEMBL235
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL408,CHEMBL235
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL1200760,CHEMBL235
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL704,CHEMBL235
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL1201013,CHEMBL235
AGONIST,Secretin receptor agonist,CHEMBL1201488,CHEMBL1925
AGONIST,Secretin receptor agonist,CHEMBL1201616,CHEMBL1925
AGONIST,Secretin receptor agonist,CHEMBL6067494,CHEMBL1925
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL1201745,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL457,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL672,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL565,CHEMBL239
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL981,CHEMBL239
INHIBITOR,Thioredoxin reductase 1 inhibitor,CHEMBL5483015,CHEMBL1927
INHIBITOR,Xanthine dehydrogenase inhibitor,CHEMBL1200477,CHEMBL1929
INHIBITOR,Xanthine dehydrogenase inhibitor,CHEMBL1164729,CHEMBL1929
INHIBITOR,Xanthine dehydrogenase inhibitor,CHEMBL1467,CHEMBL1929
INHIBITOR,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,CHEMBL1465,CHEMBL1930
INHIBITOR,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,CHEMBL711,CHEMBL1930
INHIBITOR,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,CHEMBL1466,CHEMBL1930
INHIBITOR,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,CHEMBL1200772,CHEMBL1930
INHIBITOR,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,CHEMBL1200879,CHEMBL1930
INHIBITOR,Aldehyde dehydrogenase inhibitor,CHEMBL964,CHEMBL1935
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL1421,CHEMBL1936
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL1201733,CHEMBL1936
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL1946170,CHEMBL1936
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL1200485,CHEMBL1936
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL1567,CHEMBL1936
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL1642,CHEMBL1936
ANTAGONIST,C-C chemokine receptor type 5 antagonist,CHEMBL256907,CHEMBL274
INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL36,CHEMBL1939
INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL3989825,CHEMBL1939
INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL1201059,CHEMBL1939
ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL902,CHEMBL1941
ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL1201051,CHEMBL1941
AGONIST,Histamine H2 receptor agonist,CHEMBL1200949,CHEMBL1941
ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL3183075,CHEMBL1941
ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL2110372,CHEMBL1941
ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL30,CHEMBL1941
ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL2111286,CHEMBL1941
ANTAGONIST,Histamine H2 receptor antagonist,CHEMBL1200988,CHEMBL1941
AGONIST,Histamine H2 receptor agonist,CHEMBL1689,CHEMBL1941
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL227529,CHEMBL284
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL1201174,CHEMBL284
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL237500,CHEMBL284
INHIBITOR,Dipeptidyl peptidase IV inhibitor,CHEMBL1201743,CHEMBL284
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL1200399,CHEMBL214
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL2311030,CHEMBL214
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL1200938,CHEMBL214
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL1112,CHEMBL214
PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist,CHEMBL1615374,CHEMBL214
MODULATOR,Cyclophilin A modulator,CHEMBL160,CHEMBL1949
ACTIVATOR,Antithrombin-III activator,CHEMBL1201414,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201476,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201460,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201534,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201657,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201513,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1201448,CHEMBL1950
ACTIVATOR,Antithrombin-III activator,CHEMBL1200644,CHEMBL1950
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL917,CHEMBL1952
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL2360464,CHEMBL1952
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL1773,CHEMBL1952
INHIBITOR,Thymidylate synthase inhibitor,CHEMBL185,CHEMBL1952
AGONIST,Insulin-like growth factor I receptor agonist,CHEMBL1201717,CHEMBL1957
AGONIST,Insulin-like growth factor I receptor agonist,CHEMBL1201716,CHEMBL1957
ANTAGONIST,Interleukin-1 receptor antagonist,CHEMBL1201570,CHEMBL1959
AGONIST,Thyroid stimulating hormone receptor agonist,CHEMBL1201533,CHEMBL1963
AGONIST,Thyroid stimulating hormone receptor agonist,CHEMBL1201532,CHEMBL1963
AGONIST,Melanocortin receptor 2 agonist,CHEMBL1201610,CHEMBL1965
AGONIST,Melanocortin receptor 2 agonist,CHEMBL1201609,CHEMBL1965
AGONIST,Melanocortin receptor 2 agonist,CHEMBL2103784,CHEMBL1965
AGONIST,Melanocortin receptor 2 agonist,CHEMBL1201489,CHEMBL1965
INHIBITOR,Dihydroorotate dehydrogenase inhibitor,CHEMBL960,CHEMBL1966
INHIBITOR,Dihydroorotate dehydrogenase inhibitor,CHEMBL973,CHEMBL1966
INHIBITOR,Tyrosine 3-hydroxylase inhibitor,CHEMBL1200862,CHEMBL1969
BLOCKER,HERG blocker,CHEMBL473,CHEMBL240
BLOCKER,HERG blocker,CHEMBL2355456,CHEMBL240
BLOCKER,HERG blocker,CHEMBL1083993,CHEMBL240
BLOCKER,HERG blocker,CHEMBL1700,CHEMBL240
ANTAGONIST,Glutamate [NMDA] receptor subunit epsilon 1 antagonist,CHEMBL1201461,CHEMBL1972
ANTAGONIST,Glutamate [NMDA] receptor subunit epsilon 1 antagonist,CHEMBL1256818,CHEMBL1972
INHIBITOR,Tyrosinase inhibitor,CHEMBL1388,CHEMBL1973
INHIBITOR,Tyrosinase inhibitor,CHEMBL544,CHEMBL1973
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL1200485,CHEMBL1974
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL1567,CHEMBL1974
AGONIST,Growth hormone receptor agonist,CHEMBL1201620,CHEMBL1976
AGONIST,Growth hormone receptor agonist,CHEMBL1201621,CHEMBL1976
ANTAGONIST,Growth hormone receptor antagonist,CHEMBL1201515,CHEMBL1976
AGONIST,Vitamin D receptor agonist,CHEMBL1042,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL1536,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL1200666,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL1200622,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL846,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL3544909,CHEMBL1977
AGONIST,Vitamin D receptor agonist,CHEMBL1200810,CHEMBL1977
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL1571,CHEMBL1978
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL1399,CHEMBL1978
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL1444,CHEMBL1978
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL1200374,CHEMBL1978
INHIBITOR,Cytochrome P450 19A1 inhibitor,CHEMBL488,CHEMBL1978
BLOCKER,Sodium channel protein type V alpha subunit blocker,CHEMBL1200822,CHEMBL1980
BLOCKER,Sodium channel protein type V alpha subunit blocker,CHEMBL1200612,CHEMBL1980
BLOCKER,Sodium channel protein type V alpha subunit blocker,CHEMBL1404,CHEMBL1980
AGONIST,Insulin receptor agonist,CHEMBL1201540,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201629,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201644,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201631,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201630,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201545,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201611,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201538,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201613,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201497,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201539,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201627,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201496,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL1201664,CHEMBL1981
AGONIST,Insulin receptor agonist,CHEMBL2104391,CHEMBL1981
INHIBITOR,Isoleucyl-tRNA synthetase inhibitor,CHEMBL719,CHEMBL1982
INHIBITOR,Isoleucyl-tRNA synthetase inhibitor,CHEMBL3989715,CHEMBL1982
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1200517,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL2448612,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1201003,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1200601,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1185,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1200521,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL2138684,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1201032,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL1201150,CHEMBL1983
AGONIST,Serotonin 1d (5-HT1d) receptor agonist,CHEMBL128,CHEMBL1983
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL831,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL908,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1713,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL42,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200636,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL71,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200798,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL2358147,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1108,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1112,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3544974,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201060,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201155,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1615372,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201052,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL654,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200419,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200492,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL715,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3989694,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1621,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL2107360,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200469,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3188993,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1423,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL85,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL54,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200986,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL4297147,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL14376,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL479,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200916,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3989824,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1257040,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200948,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1375743,CHEMBL224
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3989833,CHEMBL224
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL831,CHEMBL225
AGONIST,Serotonin 2c (5-HT2c) receptor agonist,CHEMBL2095211,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200426,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200938,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL654,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200492,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL715,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL3989694,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL3188993,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL85,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL479,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200916,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200798,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1257040,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200948,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1375743,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL3989833,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL2358147,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL908,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200636,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1201155,CHEMBL225
ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1201060,CHEMBL225
INHIBITOR,UDP-N-acetylglucosamine 1-carboxyvinyltransferase inhibitor,CHEMBL1200331,CHEMBL1984
AGONIST,Glucagon receptor agonist,CHEMBL5314342,CHEMBL1985
AGONIST,Glucagon receptor agonist,CHEMBL5314341,CHEMBL1985
INHIBITOR,Renin inhibitor,CHEMBL3545059,CHEMBL286
AGONIST,Prostanoid FP receptor agonist,CHEMBL1963683,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1051,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1200799,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1200896,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1200963,CHEMBL1987
AGONIST,Prostanoid FP receptor agonist,CHEMBL1237105,CHEMBL1987
MODULATOR,Estrogen receptor beta modulator,CHEMBL1200721,CHEMBL242
MODULATOR,Estrogen receptor beta modulator,CHEMBL1200761,CHEMBL242
MODULATOR,Estrogen receptor beta modulator,CHEMBL1116,CHEMBL242
AGONIST,Atrial natriuretic peptide receptor A agonist,CHEMBL1201668,CHEMBL1988
INHIBITOR,Renal dipeptidase inhibitor,CHEMBL1201057,CHEMBL1989
INHIBITOR,DNA (cytosine-5)-methyltransferase 3A inhibitor,CHEMBL1489,CHEMBL1992
INHIBITOR,DNA (cytosine-5)-methyltransferase 3A inhibitor,CHEMBL1201129,CHEMBL1992
INHIBITOR,DNA (cytosine-5)-methyltransferase 1 inhibitor,CHEMBL1489,CHEMBL1993
INHIBITOR,DNA (cytosine-5)-methyltransferase 1 inhibitor,CHEMBL1201129,CHEMBL1993
ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1095097,CHEMBL1994
AGONIST,Mineralocorticoid receptor agonist,CHEMBL1200542,CHEMBL1994
